transacao_id,colaborador_id,empresa_id,data_transacao,produto,categoria,valor_brl,status_transacao,canal,cidade,estado
T000247,C0088,E005,2025-08-12,Despesas Corporativas,Home Office,508.05,Aprovada,App,Belo Horizonte,MG
T000248,C0062,E002,2026-02-23,Cartão Multi Benefícios,Refeição,297.27,Negada,Online,São Paulo,SP
T000249,C0052,E006,2025-08-04,Despesas Corporativas,Mobilidade,303.17,Aprovada,Online,Rio de Janeiro,RJ
T000250,C0172,E010,2026-01-21,Cartão Multi Benefícios,Saúde,500.44,Aprovada,App,Porto Alegre,RS
T000251,C0019,E002,2025-05-08,Premiações,Alimentação,59.71,Aprovada,App,São Paulo,SP
T000252,C0087,E008,2025-04-01,Caju Ciclos,Saúde,229.89,Aprovada,Físico,São Paulo,SP
T000253,C0174,E001,2025-05-28,Premiações,Alimentação,489.88,Aprovada,Físico,Belo Horizonte,MG
T000254,C0159,E001,2026-01-18,Premiações,Saúde,335.34,Aprovada,App,Curitiba,PR
T000255,C0087,E002,2025-10-09,Caju Ciclos,Refeição,143.68,Estornada,Online,Porto Alegre,RS
T000256,C0131,E007,2025-05-08,Caju Ciclos,Educação,554.29,Aprovada,Online,Curitiba,PR
T000257,C0067,E010,2026-02-28,Caju Ciclos,Refeição,483.2,Aprovada,App,Rio de Janeiro,RJ
T000258,C0033,E002,2025-06-23,Despesas Corporativas,Refeição,565.19,Aprovada,App,Porto Alegre,RS
T000259,C0188,E002,2026-02-26,Cartão Multi Benefícios,Cultura,792.35,Aprovada,Online,Curitiba,PR
T000260,C0070,E002,2025-07-02,Cartão Multi Benefícios,Educação,124.42,Aprovada,Online,Curitiba,PR
T000261,C0144,E002,2025-12-22,Caju Ciclos,Mobilidade,423.4,Aprovada,App,São Paulo,SP
T000262,C0021,E010,2025-08-30,Caju Ciclos,Flex,696.31,Aprovada,Online,Belo Horizonte,MG
T000263,C0135,E008,2025-05-30,Premiações,Refeição,678.92,Aprovada,Físico,Curitiba,PR
T000264,C0155,E003,2025-04-27,Premiações,Saúde,458.35,Estornada,Físico,Rio de Janeiro,RJ
T000265,C0069,E007,2025-04-28,Premiações,Flex,45.24,Aprovada,Online,São Paulo,SP
T000266,C0014,E004,2026-02-01,Caju Ciclos,Home Office,228.19,Aprovada,Físico,Rio de Janeiro,RJ
T000267,C0029,E003,2025-05-05,Caju Ciclos,Mobilidade,23.8,Aprovada,Online,Rio de Janeiro,RJ
T000268,C0192,E010,2025-05-23,Despesas Corporativas,Mobilidade,247.66,Aprovada,Online,Curitiba,PR
T000269,C0052,E008,2025-11-14,Caju Ciclos,Refeição,763.95,Estornada,Físico,Rio de Janeiro,RJ
T000270,C0137,E001,2025-12-19,Despesas Corporativas,Educação,367.49,Negada,App,Porto Alegre,RS
T000271,C0099,E005,2025-08-18,Premiações,Saúde,246.29,Aprovada,Online,Rio de Janeiro,RJ
T000272,C0174,E007,2025-12-06,Despesas Corporativas,Refeição,719.95,Aprovada,Físico,Rio de Janeiro,RJ
T000273,C0006,E006,2025-11-03,Premiações,Home Office,297.76,Aprovada,App,Curitiba,PR
T000274,C0195,E007,2025-06-30,Caju Ciclos,Alimentação,102.11,Aprovada,Online,Belo Horizonte,MG
T000275,C0032,E010,2025-09-06,Premiações,Cultura,474.65,Aprovada,App,Porto Alegre,RS
T000276,C0004,E006,2026-01-02,Caju Ciclos,Mobilidade,42.12,Aprovada,Online,São Paulo,SP
T000277,C0171,E010,2025-05-22,Caju Ciclos,Refeição,314.53,Aprovada,Online,Belo Horizonte,MG
T000278,C0008,E007,2025-12-17,Caju Ciclos,Cultura,252.6,Aprovada,Físico,Porto Alegre,RS
T000279,C0155,E001,2025-09-16,Caju Ciclos,Alimentação,440.63,Aprovada,Online,Curitiba,PR
T000280,C0102,E008,2025-10-10,Premiações,Refeição,150.63,Aprovada,Online,Porto Alegre,RS
T000281,C0192,E008,2025-08-20,Cartão Multi Benefícios,Alimentação,463.15,Aprovada,Online,Rio de Janeiro,RJ
T000282,C0192,E004,2026-02-13,Premiações,Home Office,168.77,Aprovada,Físico,São Paulo,SP
T000283,C0199,E003,2025-04-07,Cartão Multi Benefícios,Alimentação,375.49,Aprovada,Físico,Rio de Janeiro,RJ
T000284,C0048,E002,2025-07-21,Caju Ciclos,Saúde,775.4,Aprovada,Físico,Rio de Janeiro,RJ
T000285,C0135,E010,2025-07-23,Premiações,Educação,662.68,Aprovada,Físico,Belo Horizonte,MG
T000286,C0064,E009,2025-11-03,Premiações,Flex,217.2,Aprovada,Online,Belo Horizonte,MG
T000287,C0168,E006,2025-08-06,Premiações,Flex,660.84,Aprovada,App,Rio de Janeiro,RJ
T000288,C0118,E006,2025-12-05,Cartão Multi Benefícios,Cultura,724.96,Aprovada,App,São Paulo,SP
T000289,C0021,E003,2025-08-29,Caju Ciclos,Educação,322.82,Aprovada,Online,São Paulo,SP
T000290,C0050,E006,2025-06-18,Cartão Multi Benefícios,Saúde,761.88,Aprovada,Online,Belo Horizonte,MG
T000291,C0058,E004,2025-06-21,Premiações,Refeição,699.78,Aprovada,Físico,Curitiba,PR
T000292,C0025,E010,2025-03-19,Caju Ciclos,Refeição,699.38,Aprovada,Físico,Curitiba,PR
T000293,C0059,E001,2025-09-01,Despesas Corporativas,Mobilidade,580.75,Aprovada,Online,Porto Alegre,RS
T000294,C0082,E001,2026-02-20,Caju Ciclos,Refeição,615.78,Aprovada,Online,Curitiba,PR
T000295,C0180,E010,2025-12-22,Caju Ciclos,Flex,15.71,Aprovada,Físico,Belo Horizonte,MG
T000296,C0122,E002,2025-07-30,Despesas Corporativas,Flex,633.74,Aprovada,Online,São Paulo,SP
T000297,C0133,E003,2026-01-01,Caju Ciclos,Home Office,73.72,Aprovada,App,Curitiba,PR
T000298,C0014,E009,2025-05-26,Cartão Multi Benefícios,Educação,508.97,Aprovada,Online,Porto Alegre,RS
T000299,C0139,E005,2026-02-02,Premiações,Cultura,6.42,Aprovada,App,Curitiba,PR
T000300,C0035,E007,2025-06-03,Premiações,Educação,599.47,Aprovada,App,Rio de Janeiro,RJ
T000301,C0021,E008,2025-09-15,Cartão Multi Benefícios,Home Office,474.15,Aprovada,App,Belo Horizonte,MG
T000302,C0042,E007,2025-03-26,Cartão Multi Benefícios,Educação,7.59,Aprovada,App,Curitiba,PR
T000303,C0170,E004,2025-09-06,Caju Ciclos,Alimentação,395.63,Aprovada,Físico,Curitiba,PR
T000304,C0165,E008,2025-08-18,Cartão Multi Benefícios,Flex,493.14,Aprovada,Físico,São Paulo,SP
T000305,C0051,E005,2025-12-26,Premiações,Refeição,359.63,Aprovada,Online,Rio de Janeiro,RJ
T000306,C0194,E006,2025-08-28,Cartão Multi Benefícios,Cultura,726.72,Aprovada,Online,Rio de Janeiro,RJ
T000307,C0160,E008,2025-09-12,Caju Ciclos,Cultura,655.73,Aprovada,Físico,Curitiba,PR
T000308,C0096,E003,2025-07-18,Cartão Multi Benefícios,Saúde,20.85,Aprovada,Físico,Curitiba,PR
T000309,C0171,E008,2025-06-17,Cartão Multi Benefícios,Cultura,744.32,Aprovada,Online,Belo Horizonte,MG
T000310,C0171,E002,2025-11-04,Premiações,Refeição,347.93,Aprovada,App,Curitiba,PR
T000311,C0044,E002,2026-01-26,Despesas Corporativas,Refeição,600.03,Aprovada,Físico,Curitiba,PR
T000312,C0200,E006,2025-10-03,Cartão Multi Benefícios,Educação,183.76,Aprovada,Online,Curitiba,PR
T000313,C0053,E003,2025-05-13,Despesas Corporativas,Home Office,524.42,Aprovada,Online,São Paulo,SP
T000314,C0142,E009,2025-10-22,Cartão Multi Benefícios,Home Office,546.51,Aprovada,Online,Rio de Janeiro,RJ
T000315,C0184,E006,2025-12-11,Caju Ciclos,Home Office,306.81,Estornada,Físico,Curitiba,PR
T000316,C0086,E002,2026-03-07,Cartão Multi Benefícios,Cultura,643.19,Estornada,Online,Rio de Janeiro,RJ
T000317,C0162,E004,2025-08-19,Premiações,Mobilidade,597.93,Aprovada,Físico,São Paulo,SP
T000318,C0116,E007,2025-11-08,Cartão Multi Benefícios,Alimentação,31.21,Aprovada,App,Belo Horizonte,MG
T000319,C0177,E004,2026-01-03,Caju Ciclos,Home Office,89.98,Aprovada,Online,Curitiba,PR
T000320,C0003,E004,2026-01-26,Caju Ciclos,Educação,262.38,Aprovada,Físico,Belo Horizonte,MG
T000321,C0139,E003,2026-01-11,Premiações,Alimentação,141.25,Aprovada,Físico,Rio de Janeiro,RJ
T000322,C0131,E010,2025-11-23,Despesas Corporativas,Educação,448.92,Aprovada,App,Porto Alegre,RS
T000323,C0030,E007,2025-04-30,Cartão Multi Benefícios,Refeição,564.7,Aprovada,App,Belo Horizonte,MG
T000324,C0040,E001,2026-01-27,Caju Ciclos,Home Office,672.14,Aprovada,Online,Rio de Janeiro,RJ
T000325,C0187,E004,2025-08-18,Premiações,Home Office,470.58,Aprovada,Online,Rio de Janeiro,RJ
T000326,C0047,E010,2025-08-05,Cartão Multi Benefícios,Alimentação,388.5,Aprovada,Físico,Rio de Janeiro,RJ
T000327,C0043,E008,2025-09-02,Cartão Multi Benefícios,Refeição,89.16,Aprovada,App,São Paulo,SP
T000328,C0072,E002,2025-06-07,Despesas Corporativas,Cultura,72.83,Aprovada,App,Porto Alegre,RS
T000329,C0081,E005,2025-07-02,Caju Ciclos,Mobilidade,251.43,Aprovada,App,Porto Alegre,RS
T000330,C0116,E005,2025-11-07,Premiações,Mobilidade,113.72,Aprovada,Online,São Paulo,SP
T000331,C0006,E006,2026-01-03,Premiações,Alimentação,359.33,Aprovada,Físico,São Paulo,SP
T000332,C0174,E010,2026-02-23,Premiações,Educação,407.1,Aprovada,App,Rio de Janeiro,RJ
T000333,C0198,E004,2025-04-20,Caju Ciclos,Saúde,607.48,Aprovada,App,Curitiba,PR
T000334,C0024,E006,2025-03-22,Cartão Multi Benefícios,Alimentação,21.56,Aprovada,Online,Porto Alegre,RS
T000335,C0066,E010,2026-02-26,Caju Ciclos,Refeição,254.72,Aprovada,Físico,Porto Alegre,RS
T000336,C0112,E007,2025-12-14,Caju Ciclos,Flex,527.59,Aprovada,Físico,Rio de Janeiro,RJ
T000337,C0099,E007,2025-12-27,Cartão Multi Benefícios,Home Office,644.24,Aprovada,Físico,São Paulo,SP
T000338,C0139,E002,2026-02-08,Despesas Corporativas,Mobilidade,116.61,Aprovada,App,Porto Alegre,RS
T000339,C0091,E001,2025-05-16,Premiações,Saúde,365.71,Aprovada,Físico,Porto Alegre,RS
T000340,C0169,E006,2025-09-22,Premiações,Saúde,550.54,Aprovada,Online,São Paulo,SP
T000341,C0077,E010,2025-10-17,Despesas Corporativas,Mobilidade,542.8,Aprovada,App,Rio de Janeiro,RJ
T000342,C0128,E002,2025-04-19,Premiações,Home Office,508.62,Aprovada,App,São Paulo,SP
T000343,C0168,E010,2025-04-13,Premiações,Refeição,208.18,Aprovada,Online,Belo Horizonte,MG
T000344,C0154,E002,2025-12-02,Premiações,Home Office,350.33,Aprovada,Online,Belo Horizonte,MG
T000345,C0189,E004,2026-02-02,Despesas Corporativas,Home Office,692.14,Aprovada,Físico,Curitiba,PR
T000346,C0126,E009,2025-10-13,Despesas Corporativas,Mobilidade,453.44,Aprovada,App,Rio de Janeiro,RJ
T000347,C0104,E003,2025-08-30,Despesas Corporativas,Educação,766.3,Aprovada,Físico,Rio de Janeiro,RJ
T000348,C0008,E008,2025-10-07,Premiações,Educação,124.27,Aprovada,Online,Belo Horizonte,MG
T000349,C0043,E003,2025-10-14,Caju Ciclos,Educação,14.06,Aprovada,Físico,Porto Alegre,RS
T000350,C0008,E003,2025-09-28,Cartão Multi Benefícios,Saúde,459.3,Aprovada,Online,Curitiba,PR
T000351,C0133,E007,2025-11-20,Premiações,Alimentação,544.13,Aprovada,App,Curitiba,PR
T000352,C0095,E004,2025-08-30,Cartão Multi Benefícios,Mobilidade,40.81,Aprovada,App,Belo Horizonte,MG
T000353,C0194,E006,2025-12-26,Premiações,Home Office,268.9,Aprovada,Online,Belo Horizonte,MG
T000354,C0180,E008,2025-11-30,Despesas Corporativas,Flex,673.33,Aprovada,Online,Rio de Janeiro,RJ
T000355,C0075,E007,2025-11-30,Premiações,Mobilidade,46.69,Aprovada,Online,São Paulo,SP
T000356,C0131,E006,2025-05-09,Cartão Multi Benefícios,Saúde,513.76,Aprovada,App,Porto Alegre,RS
T000357,C0066,E003,2026-01-25,Premiações,Saúde,556.11,Aprovada,Online,Curitiba,PR
T000358,C0186,E002,2025-04-21,Caju Ciclos,Educação,293.81,Aprovada,Online,Porto Alegre,RS
T000359,C0102,E005,2026-01-10,Despesas Corporativas,Refeição,771.71,Aprovada,Físico,Curitiba,PR
T000360,C0044,E009,2025-08-24,Caju Ciclos,Mobilidade,407.54,Aprovada,Online,São Paulo,SP
T000361,C0041,E006,2025-12-24,Caju Ciclos,Educação,337.38,Aprovada,App,Rio de Janeiro,RJ
T000362,C0109,E009,2025-05-09,Cartão Multi Benefícios,Flex,349.44,Aprovada,Físico,São Paulo,SP
T000363,C0126,E010,2026-02-25,Cartão Multi Benefícios,Flex,690.27,Aprovada,Físico,Curitiba,PR
T000364,C0092,E003,2025-06-15,Caju Ciclos,Home Office,615.15,Negada,Online,São Paulo,SP
T000365,C0099,E008,2025-12-25,Cartão Multi Benefícios,Mobilidade,748.73,Aprovada,App,São Paulo,SP
T000366,C0066,E002,2025-08-20,Caju Ciclos,Educação,91.03,Aprovada,Online,Rio de Janeiro,RJ
T000367,C0021,E008,2026-01-15,Caju Ciclos,Flex,592.64,Aprovada,Online,Rio de Janeiro,RJ
T000368,C0029,E004,2026-01-21,Premiações,Saúde,457.23,Aprovada,App,Porto Alegre,RS
T000369,C0165,E009,2025-04-08,Premiações,Educação,89.94,Aprovada,Físico,Curitiba,PR
T000370,C0044,E005,2026-01-30,Cartão Multi Benefícios,Home Office,598.64,Aprovada,Online,São Paulo,SP
T000371,C0168,E010,2025-10-09,Despesas Corporativas,Saúde,144.29,Aprovada,Online,Curitiba,PR
T000372,C0052,E008,2025-06-30,Despesas Corporativas,Mobilidade,554.28,Estornada,Físico,São Paulo,SP
T000373,C0087,E003,2025-10-19,Despesas Corporativas,Mobilidade,139.67,Aprovada,App,Rio de Janeiro,RJ
T000374,C0076,E008,2025-05-12,Despesas Corporativas,Refeição,739.95,Aprovada,Físico,Rio de Janeiro,RJ
T000375,C0130,E006,2026-03-07,Cartão Multi Benefícios,Saúde,641.67,Aprovada,Online,Curitiba,PR
T000376,C0042,E008,2026-02-22,Cartão Multi Benefícios,Educação,99.03,Aprovada,Físico,Rio de Janeiro,RJ
T000377,C0172,E001,2025-08-03,Cartão Multi Benefícios,Flex,324.39,Aprovada,App,São Paulo,SP
T000378,C0113,E006,2025-07-18,Premiações,Refeição,123.92,Aprovada,Online,São Paulo,SP
T000379,C0120,E003,2025-06-29,Cartão Multi Benefícios,Cultura,300.3,Aprovada,App,Rio de Janeiro,RJ
T000380,C0137,E008,2025-05-24,Caju Ciclos,Saúde,324.86,Aprovada,App,Porto Alegre,RS
T000381,C0045,E005,2025-10-18,Premiações,Home Office,388.2,Aprovada,App,São Paulo,SP
T000382,C0011,E003,2025-08-22,Premiações,Cultura,204.02,Aprovada,App,Belo Horizonte,MG
T000383,C0005,E003,2026-02-10,Cartão Multi Benefícios,Mobilidade,189.12,Estornada,App,Curitiba,PR
T000384,C0074,E004,2026-01-25,Cartão Multi Benefícios,Cultura,577.34,Aprovada,Físico,São Paulo,SP
T000385,C0145,E008,2025-03-15,Despesas Corporativas,Alimentação,552.15,Aprovada,App,Belo Horizonte,MG
T000386,C0183,E002,2025-11-04,Caju Ciclos,Flex,693.17,Aprovada,App,Porto Alegre,RS
T000387,C0184,E002,2025-05-24,Caju Ciclos,Mobilidade,509.83,Aprovada,Físico,Belo Horizonte,MG
T000388,C0118,E002,2025-04-12,Caju Ciclos,Mobilidade,454.71,Negada,Online,Rio de Janeiro,RJ
T000389,C0021,E010,2025-08-24,Premiações,Mobilidade,77.23,Aprovada,App,São Paulo,SP
T000390,C0010,E008,2025-10-10,Cartão Multi Benefícios,Refeição,425.63,Aprovada,Físico,Belo Horizonte,MG
T000391,C0090,E005,2025-11-01,Despesas Corporativas,Educação,172.42,Aprovada,Online,Curitiba,PR
T000392,C0100,E001,2025-06-16,Caju Ciclos,Home Office,220.31,Aprovada,App,Rio de Janeiro,RJ
T000393,C0160,E006,2025-06-09,Cartão Multi Benefícios,Flex,330.36,Aprovada,Físico,Curitiba,PR
T000394,C0106,E002,2025-11-17,Premiações,Cultura,716.6,Aprovada,Online,Belo Horizonte,MG
T000395,C0171,E005,2025-09-18,Premiações,Saúde,141.58,Aprovada,App,Porto Alegre,RS
T000396,C0178,E003,2025-05-21,Despesas Corporativas,Alimentação,356.61,Aprovada,Online,Curitiba,PR
T000397,C0083,E008,2025-12-26,Despesas Corporativas,Alimentação,530.38,Negada,Físico,Belo Horizonte,MG
T000398,C0088,E006,2025-07-05,Premiações,Refeição,422.19,Aprovada,Online,Belo Horizonte,MG
T000399,C0165,E002,2026-01-05,Premiações,Flex,620.49,Negada,App,Porto Alegre,RS
T000400,C0030,E005,2025-05-20,Cartão Multi Benefícios,Educação,778.7,Aprovada,App,Curitiba,PR
T000401,C0172,E008,2025-05-31,Caju Ciclos,Flex,225.17,Aprovada,App,São Paulo,SP
T000402,C0084,E010,2025-05-11,Cartão Multi Benefícios,Mobilidade,174.96,Aprovada,Físico,Porto Alegre,RS
T000403,C0007,E007,2025-12-10,Caju Ciclos,Cultura,665.56,Aprovada,Online,Belo Horizonte,MG
T000404,C0105,E006,2025-08-13,Caju Ciclos,Mobilidade,589.41,Aprovada,Físico,Curitiba,PR
T000405,C0013,E007,2025-05-03,Cartão Multi Benefícios,Home Office,285.26,Aprovada,Físico,Rio de Janeiro,RJ
T000406,C0195,E006,2025-04-27,Premiações,Refeição,764.76,Aprovada,App,Porto Alegre,RS
T000407,C0139,E008,2025-06-29,Caju Ciclos,Mobilidade,374.75,Aprovada,App,Porto Alegre,RS
T000408,C0139,E005,2025-04-04,Cartão Multi Benefícios,Refeição,269.71,Aprovada,Físico,Rio de Janeiro,RJ
T000409,C0035,E003,2025-06-10,Cartão Multi Benefícios,Educação,281.48,Estornada,App,Rio de Janeiro,RJ
T000410,C0060,E008,2025-06-23,Despesas Corporativas,Mobilidade,504.96,Aprovada,Online,Belo Horizonte,MG
T000411,C0177,E003,2025-04-01,Premiações,Flex,126.36,Aprovada,Online,Porto Alegre,RS
T000412,C0049,E003,2025-07-16,Despesas Corporativas,Flex,235.42,Aprovada,Online,Curitiba,PR
T000413,C0077,E008,2026-02-19,Despesas Corporativas,Mobilidade,111.35,Aprovada,Online,São Paulo,SP
T000414,C0148,E008,2025-12-05,Caju Ciclos,Flex,495.02,Aprovada,Online,Belo Horizonte,MG
T000415,C0083,E008,2025-11-24,Caju Ciclos,Cultura,230.46,Aprovada,Físico,Rio de Janeiro,RJ
T000416,C0010,E008,2025-10-18,Cartão Multi Benefícios,Refeição,699.28,Aprovada,App,Porto Alegre,RS
T000417,C0120,E005,2025-04-07,Cartão Multi Benefícios,Refeição,427.24,Aprovada,App,Rio de Janeiro,RJ
T000418,C0105,E004,2025-06-15,Caju Ciclos,Flex,632.11,Aprovada,Online,Porto Alegre,RS
T000419,C0151,E008,2026-03-03,Premiações,Flex,733.05,Aprovada,Online,São Paulo,SP
T000420,C0160,E009,2025-05-21,Despesas Corporativas,Educação,390.41,Aprovada,App,Rio de Janeiro,RJ
T000421,C0087,E008,2025-12-15,Premiações,Cultura,392.9,Estornada,Online,São Paulo,SP
T000422,C0199,E010,2025-06-18,Cartão Multi Benefícios,Mobilidade,259.94,Aprovada,Online,Rio de Janeiro,RJ
T000423,C0133,E006,2025-10-18,Despesas Corporativas,Mobilidade,421.39,Aprovada,App,Belo Horizonte,MG
T000424,C0003,E008,2025-07-13,Caju Ciclos,Cultura,150.6,Negada,Online,Curitiba,PR
T000425,C0100,E009,2025-06-05,Caju Ciclos,Alimentação,516.28,Aprovada,Físico,Porto Alegre,RS
T000426,C0142,E006,2025-06-21,Despesas Corporativas,Alimentação,620.58,Aprovada,Físico,Porto Alegre,RS
T000427,C0050,E010,2025-05-06,Premiações,Cultura,548.5,Aprovada,Online,Belo Horizonte,MG
T000428,C0101,E010,2026-01-20,Cartão Multi Benefícios,Alimentação,648.67,Aprovada,App,São Paulo,SP
T000429,C0058,E001,2025-08-09,Cartão Multi Benefícios,Flex,120.03,Estornada,App,São Paulo,SP
T000430,C0106,E007,2025-11-07,Premiações,Home Office,22.12,Estornada,Online,Curitiba,PR
T000431,C0192,E004,2025-11-06,Premiações,Saúde,587.77,Aprovada,App,São Paulo,SP
T000432,C0098,E007,2025-10-26,Cartão Multi Benefícios,Home Office,701.62,Aprovada,App,Curitiba,PR
T000433,C0091,E009,2025-08-16,Premiações,Flex,144.93,Aprovada,App,Rio de Janeiro,RJ
T000434,C0044,E009,2026-02-11,Caju Ciclos,Refeição,193.87,Estornada,App,São Paulo,SP
T000435,C0182,E002,2025-10-23,Premiações,Mobilidade,162.06,Aprovada,Físico,Curitiba,PR
T000436,C0025,E008,2025-08-03,Cartão Multi Benefícios,Refeição,198.95,Aprovada,Online,Porto Alegre,RS
T000437,C0096,E008,2025-10-02,Cartão Multi Benefícios,Cultura,441.23,Aprovada,Físico,Belo Horizonte,MG
T000438,C0150,E003,2026-02-21,Caju Ciclos,Cultura,99.66,Aprovada,Online,Porto Alegre,RS
T000439,C0055,E003,2025-09-25,Caju Ciclos,Home Office,752.01,Estornada,Físico,Porto Alegre,RS
T000440,C0028,E009,2025-11-23,Premiações,Flex,451.38,Aprovada,Físico,Rio de Janeiro,RJ
T000441,C0087,E009,2026-03-11,Caju Ciclos,Cultura,95.86,Aprovada,Online,Belo Horizonte,MG
T000442,C0146,E010,2025-08-10,Caju Ciclos,Educação,680.38,Aprovada,Físico,São Paulo,SP
T000443,C0017,E006,2025-12-11,Caju Ciclos,Educação,572.35,Aprovada,App,Porto Alegre,RS
T000444,C0058,E003,2025-05-11,Despesas Corporativas,Alimentação,445.14,Aprovada,Físico,Porto Alegre,RS
T000445,C0091,E002,2025-10-28,Cartão Multi Benefícios,Educação,564.93,Aprovada,Online,Belo Horizonte,MG
T000446,C0190,E006,2025-11-28,Despesas Corporativas,Educação,523.18,Estornada,App,Curitiba,PR
T000447,C0006,E005,2025-08-30,Caju Ciclos,Flex,75.72,Aprovada,Físico,Rio de Janeiro,RJ
T000448,C0104,E010,2025-07-15,Cartão Multi Benefícios,Cultura,787.2,Aprovada,Físico,Belo Horizonte,MG
T000449,C0140,E001,2026-02-16,Premiações,Saúde,62.07,Aprovada,App,Curitiba,PR
T000450,C0146,E003,2025-07-16,Caju Ciclos,Saúde,339.94,Aprovada,Físico,Porto Alegre,RS
T000451,C0101,E009,2025-08-27,Caju Ciclos,Saúde,736.0,Aprovada,App,São Paulo,SP
T000452,C0083,E008,2025-03-22,Cartão Multi Benefícios,Flex,140.72,Aprovada,App,Curitiba,PR
T000453,C0054,E005,2025-05-05,Cartão Multi Benefícios,Refeição,292.97,Aprovada,App,Curitiba,PR
T000454,C0135,E002,2025-06-14,Despesas Corporativas,Flex,75.15,Aprovada,Online,Rio de Janeiro,RJ
T000455,C0106,E010,2025-03-23,Despesas Corporativas,Educação,270.46,Aprovada,Físico,Porto Alegre,RS
T000456,C0153,E002,2025-04-30,Premiações,Mobilidade,122.79,Negada,Online,Rio de Janeiro,RJ
T000457,C0030,E010,2026-01-08,Cartão Multi Benefícios,Home Office,717.03,Aprovada,App,São Paulo,SP
T000458,C0111,E006,2025-09-21,Premiações,Alimentação,438.6,Aprovada,App,Porto Alegre,RS
T000459,C0123,E007,2025-06-14,Despesas Corporativas,Home Office,522.27,Aprovada,App,São Paulo,SP
T000460,C0194,E005,2026-03-05,Caju Ciclos,Flex,190.67,Aprovada,Online,Rio de Janeiro,RJ
T000461,C0087,E007,2025-07-06,Premiações,Refeição,460.66,Aprovada,Físico,Curitiba,PR
T000462,C0102,E010,2026-01-05,Cartão Multi Benefícios,Mobilidade,138.11,Aprovada,Online,Curitiba,PR
T000463,C0071,E006,2026-03-10,Caju Ciclos,Saúde,286.36,Aprovada,Físico,Curitiba,PR
T000464,C0060,E004,2025-10-28,Caju Ciclos,Mobilidade,721.95,Aprovada,Físico,Curitiba,PR
T000465,C0115,E007,2025-10-05,Premiações,Mobilidade,456.81,Aprovada,Físico,Porto Alegre,RS
T000466,C0053,E001,2026-01-02,Despesas Corporativas,Home Office,489.94,Aprovada,Físico,Porto Alegre,RS
T000467,C0157,E007,2025-09-28,Premiações,Educação,736.1,Aprovada,Físico,Rio de Janeiro,RJ
T000468,C0081,E002,2025-06-08,Despesas Corporativas,Cultura,143.5,Aprovada,Online,Rio de Janeiro,RJ
T000469,C0199,E010,2025-07-14,Despesas Corporativas,Cultura,481.96,Aprovada,Físico,Porto Alegre,RS
T000470,C0125,E001,2025-07-09,Cartão Multi Benefícios,Alimentação,399.11,Aprovada,Físico,Belo Horizonte,MG
T000471,C0091,E003,2025-04-08,Premiações,Saúde,25.88,Aprovada,Online,Porto Alegre,RS
T000472,C0065,E007,2025-11-08,Cartão Multi Benefícios,Saúde,95.07,Estornada,Online,Rio de Janeiro,RJ
T000473,C0060,E001,2026-02-14,Cartão Multi Benefícios,Educação,405.09,Aprovada,Online,Porto Alegre,RS
T000474,C0101,E002,2025-10-06,Caju Ciclos,Alimentação,534.34,Negada,App,Porto Alegre,RS
T000475,C0085,E002,2025-10-24,Caju Ciclos,Refeição,291.75,Aprovada,Físico,Belo Horizonte,MG
T000476,C0057,E009,2025-09-30,Cartão Multi Benefícios,Cultura,244.13,Aprovada,Físico,Belo Horizonte,MG
T000477,C0178,E008,2025-12-28,Premiações,Saúde,647.07,Aprovada,Físico,Rio de Janeiro,RJ
T000478,C0197,E001,2025-07-23,Despesas Corporativas,Saúde,541.8,Aprovada,Físico,São Paulo,SP
T000479,C0022,E006,2025-03-24,Caju Ciclos,Educação,481.81,Estornada,Online,Curitiba,PR
T000480,C0135,E006,2025-06-05,Caju Ciclos,Mobilidade,587.36,Negada,App,Belo Horizonte,MG
T000481,C0070,E004,2025-06-20,Caju Ciclos,Refeição,635.99,Aprovada,Online,Rio de Janeiro,RJ
T000482,C0032,E004,2025-12-30,Premiações,Mobilidade,86.85,Aprovada,App,Curitiba,PR
T000483,C0111,E005,2026-02-24,Premiações,Educação,70.02,Aprovada,Online,Rio de Janeiro,RJ
T000484,C0093,E007,2025-05-18,Caju Ciclos,Alimentação,643.21,Aprovada,Online,Rio de Janeiro,RJ
T000485,C0078,E003,2025-08-06,Caju Ciclos,Alimentação,577.07,Estornada,Físico,Porto Alegre,RS
T000486,C0074,E009,2025-12-04,Premiações,Cultura,153.93,Aprovada,Físico,Curitiba,PR
T000487,C0052,E002,2025-09-27,Premiações,Home Office,467.8,Aprovada,Online,São Paulo,SP
T000488,C0077,E003,2026-02-07,Premiações,Educação,711.05,Aprovada,Online,Curitiba,PR
T000489,C0029,E001,2026-01-20,Caju Ciclos,Saúde,583.95,Aprovada,Físico,Rio de Janeiro,RJ
T000490,C0125,E006,2026-02-10,Cartão Multi Benefícios,Cultura,602.23,Aprovada,Online,Porto Alegre,RS
T000491,C0047,E004,2025-08-28,Premiações,Educação,346.93,Aprovada,App,Porto Alegre,RS
T000492,C0169,E002,2025-06-07,Despesas Corporativas,Alimentação,174.44,Negada,Online,Porto Alegre,RS
T000493,C0137,E002,2025-11-26,Cartão Multi Benefícios,Refeição,452.59,Aprovada,Online,Porto Alegre,RS
T000494,C0187,E004,2025-08-22,Despesas Corporativas,Alimentação,80.53,Estornada,Físico,Curitiba,PR
